Date,Maha_Lord,Antar_Lord,Prayant_Lord,Maha_Strength,Antar_Strength,Prayant_Strength,Auspiciousness,Inauspiciousness,Active_Status,Entity,Birth_Date
2112-10-13,Ketu,Moon,Mars,6.8,5.2,5.2,5.5,5.2,Active,"Lyft, Inc.",2019-03-29
2112-10-22,Ketu,Mars,Mars,6.8,5.2,5.2,7.0,4.0,Active,"Lyft, Inc.",2019-03-29
2112-11-12,Ketu,Mars,Rahu,6.8,5.2,6.8,6.82,4.18,Active,"Lyft, Inc.",2019-03-29
2112-12-02,Ketu,Mars,Jupiter,6.8,5.2,6.4,7.24,3.56,Active,"Lyft, Inc.",2019-03-29
2112-12-25,Ketu,Mars,Saturn,6.8,5.2,4.8,6.42,4.58,Active,"Lyft, Inc.",2019-03-29
2113-01-14,Ketu,Mars,Mercury,6.8,5.2,5.2,5.5,5.3,Active,"Lyft, Inc.",2019-03-29
2113-01-23,Ketu,Mars,Ketu,6.8,5.2,6.8,6.82,4.18,Active,"Lyft, Inc.",2019-03-29
2113-02-16,Ketu,Mars,Venus,6.8,5.2,5.2,6.5,4.3,Active,"Lyft, Inc.",2019-03-29
2113-02-23,Ketu,Mars,Sun,6.8,5.2,4.8,6.92,4.08,Active,"Lyft, Inc.",2019-03-29
2113-03-09,Ketu,Mars,Rahu,6.8,5.2,6.8,6.82,4.18,Active,"Lyft, Inc.",2019-03-29
2113-05-04,Ketu,Rahu,Rahu,6.8,6.8,6.8,6.8,4.2,Active,"Lyft, Inc.",2019-03-29
2113-06-23,Ketu,Rahu,Jupiter,6.8,6.8,6.4,6.72,4.08,Active,"Lyft, Inc.",2019-03-29
2113-08-21,Ketu,Rahu,Saturn,6.8,6.8,4.8,6.9,4.1,Active,"Lyft, Inc.",2019-03-29
2113-10-13,Ketu,Rahu,Mercury,6.8,6.8,5.2,6.48,4.32,Active,"Lyft, Inc.",2019-03-29
2113-11-03,Ketu,Rahu,Ketu,6.8,6.8,6.8,6.8,4.2,Active,"Lyft, Inc.",2019-03-29
2114-01-04,Ketu,Rahu,Venus,6.8,6.8,5.2,6.48,4.32,Active,"Lyft, Inc.",2019-03-29
2114-01-23,Ketu,Rahu,Sun,6.8,6.8,4.8,5.4,5.6,Active,"Lyft, Inc.",2019-03-29
2114-02-23,Ketu,Rahu,Moon,6.8,6.8,5.2,5.48,5.32,Active,"Lyft, Inc.",2019-03-29
2114-03-22,Ketu,Rahu,Jupiter,6.8,6.8,6.4,6.72,4.08,Active,"Lyft, Inc.",2019-03-29
2114-05-05,Ketu,Jupiter,Jupiter,6.8,6.4,6.4,6.6,3.9,Active,"Lyft, Inc.",2019-03-29
2114-06-27,Ketu,Jupiter,Saturn,6.8,6.4,4.8,6.28,4.42,Active,"Lyft, Inc.",2019-03-29
2114-08-13,Ketu,Jupiter,Mercury,6.8,6.4,5.2,5.86,4.64,Active,"Lyft, Inc.",2019-03-29
2114-09-01,Ketu,Jupiter,Ketu,6.8,6.4,6.8,6.68,4.02,Active,"Lyft, Inc.",2019-03-29
2114-10-26,Ketu,Jupiter,Venus,6.8,6.4,5.2,5.86,4.64,Active,"Lyft, Inc.",2019-03-29
2114-11-12,Ketu,Jupiter,Sun,6.8,6.4,4.8,5.78,4.92,Active,"Lyft, Inc.",2019-03-29
2114-12-10,Ketu,Jupiter,Moon,6.8,6.4,5.2,5.86,4.64,Active,"Lyft, Inc.",2019-03-29
2114-12-29,Ketu,Jupiter,Mars,6.8,6.4,5.2,7.36,3.34,Active,"Lyft, Inc.",2019-03-29
2115-02-21,Ketu,Jupiter,Saturn,6.8,6.4,4.8,6.28,4.42,Active,"Lyft, Inc.",2019-03-29
2115-04-25,Ketu,Saturn,Saturn,6.8,4.8,4.8,5.8,5.2,Active,"Lyft, Inc.",2019-03-29
2115-06-19,Ketu,Saturn,Mercury,6.8,4.8,5.2,6.38,4.42,Active,"Lyft, Inc.",2019-03-29
2115-07-12,Ketu,Saturn,Ketu,6.8,4.8,6.8,6.2,4.8,Active,"Lyft, Inc.",2019-03-29
2115-09-16,Ketu,Saturn,Venus,6.8,4.8,5.2,6.38,4.42,Active,"Lyft, Inc.",2019-03-29
2115-10-05,Ketu,Saturn,Sun,6.8,4.8,4.8,4.8,6.2,Active,"Lyft, Inc.",2019-03-29
2115-11-07,Ketu,Saturn,Moon,6.8,4.8,5.2,4.88,5.92,Active,"Lyft, Inc.",2019-03-29
2115-11-30,Ketu,Saturn,Mars,6.8,4.8,5.2,5.38,5.62,Active,"Lyft, Inc.",2019-03-29
2116-01-28,Ketu,Saturn,Rahu,6.8,4.8,6.8,6.2,4.8,Active,"Lyft, Inc.",2019-03-29
2116-03-26,Ketu,Saturn,Mercury,6.8,4.8,5.2,6.38,4.42,Active,"Lyft, Inc.",2019-03-29
2116-05-15,Ketu,Mercury,Mercury,6.8,5.2,5.2,6.0,4.5,Active,"Lyft, Inc.",2019-03-29
2116-06-05,Ketu,Mercury,Ketu,6.8,5.2,6.8,6.32,4.38,Active,"Lyft, Inc.",2019-03-29
2116-08-02,Ketu,Mercury,Venus,6.8,5.2,5.2,6.5,4.0,Active,"Lyft, Inc.",2019-03-29
2116-08-20,Ketu,Mercury,Sun,6.8,5.2,4.8,5.42,5.28,Active,"Lyft, Inc.",2019-03-29
2116-09-18,Ketu,Mercury,Moon,6.8,5.2,5.2,5.0,5.5,Active,"Lyft, Inc.",2019-03-29
2116-10-09,Ketu,Mercury,Mars,6.8,5.2,5.2,6.5,4.2,Active,"Lyft, Inc.",2019-03-29
2116-12-01,Ketu,Mercury,Rahu,6.8,5.2,6.8,6.32,4.38,Active,"Lyft, Inc.",2019-03-29
2117-01-17,Ketu,Mercury,Jupiter,6.8,5.2,6.4,6.24,4.26,Active,"Lyft, Inc.",2019-03-29
2117-04-24,Ketu,Venus,Venus,6.8,5.2,5.2,6.0,4.5,Active,"Lyft, Inc.",2019-03-29
2117-11-07,Venus,Venus,Venus,5.2,5.2,5.2,5.2,4.8,Active,"Lyft, Inc.",2019-03-29
2118-01-05,Venus,Venus,Sun,5.2,5.2,4.8,4.12,6.08,Active,"Lyft, Inc.",2019-03-29
2118-04-14,Venus,Venus,Moon,5.2,5.2,5.2,4.2,5.8,Active,"Lyft, Inc.",2019-03-29
2118-06-22,Venus,Venus,Mars,5.2,5.2,5.2,5.2,5.0,Active,"Lyft, Inc.",2019-03-29
2118-12-16,Venus,Venus,Rahu,5.2,5.2,6.8,5.52,4.68,Active,"Lyft, Inc.",2019-03-29
2119-05-23,Venus,Venus,Jupiter,5.2,5.2,6.4,5.44,4.56,Active,"Lyft, Inc.",2019-03-29
2119-11-26,Venus,Venus,Saturn,5.2,5.2,4.8,6.12,4.08,Active,"Lyft, Inc.",2019-03-29
2120-05-12,Venus,Venus,Mercury,5.2,5.2,5.2,6.2,3.8,Active,"Lyft, Inc.",2019-03-29
2120-08-06,Venus,Venus,Sun,5.2,5.2,4.8,4.12,6.08,Active,"Lyft, Inc.",2019-03-29
2120-08-24,Venus,Sun,Sun,5.2,4.8,4.8,4.0,6.5,Active,"Lyft, Inc.",2019-03-29
2120-09-22,Venus,Sun,Moon,5.2,4.8,5.2,4.08,6.22,Active,"Lyft, Inc.",2019-03-29
2120-10-13,Venus,Sun,Mars,5.2,4.8,5.2,4.58,5.92,Active,"Lyft, Inc.",2019-03-29
2120-12-05,Venus,Sun,Rahu,5.2,4.8,6.8,4.9,5.6,Active,"Lyft, Inc.",2019-03-29
2121-01-22,Venus,Sun,Jupiter,5.2,4.8,6.4,4.82,5.48,Active,"Lyft, Inc.",2019-03-29
2121-03-19,Venus,Sun,Saturn,5.2,4.8,4.8,4.0,6.5,Active,"Lyft, Inc.",2019-03-29
2121-05-08,Venus,Sun,Mercury,5.2,4.8,5.2,4.58,5.72,Active,"Lyft, Inc.",2019-03-29
2121-05-29,Venus,Sun,Ketu,5.2,4.8,6.8,4.9,5.6,Active,"Lyft, Inc.",2019-03-29
2121-08-01,Venus,Sun,Moon,5.2,4.8,5.2,4.08,6.22,Active,"Lyft, Inc.",2019-03-29
2121-09-19,Venus,Moon,Moon,5.2,5.2,5.2,4.2,5.8,Active,"Lyft, Inc.",2019-03-29
2121-10-24,Venus,Moon,Mars,5.2,5.2,5.2,4.7,5.5,Active,"Lyft, Inc.",2019-03-29
2122-01-21,Venus,Moon,Rahu,5.2,5.2,6.8,5.02,5.18,Active,"Lyft, Inc.",2019-03-29
2122-04-09,Venus,Moon,Jupiter,5.2,5.2,6.4,4.94,5.06,Active,"Lyft, Inc.",2019-03-29
2122-07-12,Venus,Moon,Saturn,5.2,5.2,4.8,4.62,5.58,Active,"Lyft, Inc.",2019-03-29
2122-10-04,Venus,Moon,Mercury,5.2,5.2,5.2,6.2,3.8,Active,"Lyft, Inc.",2019-03-29
2122-11-07,Venus,Moon,Ketu,5.2,5.2,6.8,5.02,5.18,Active,"Lyft, Inc.",2019-03-29
2123-02-14,Venus,Moon,Venus,5.2,5.2,5.2,4.7,5.3,Active,"Lyft, Inc.",2019-03-29
2123-03-24,Venus,Moon,Mars,5.2,5.2,5.2,4.7,5.5,Active,"Lyft, Inc.",2019-03-29
2123-04-17,Venus,Mars,Mars,5.2,5.2,5.2,5.2,5.3,Active,"Lyft, Inc.",2019-03-29
2123-06-18,Venus,Mars,Rahu,5.2,5.2,6.8,5.52,4.98,Active,"Lyft, Inc.",2019-03-29
2123-08-13,Venus,Mars,Jupiter,5.2,5.2,6.4,5.94,4.36,Active,"Lyft, Inc.",2019-03-29
2123-10-17,Venus,Mars,Saturn,5.2,5.2,4.8,5.62,4.88,Active,"Lyft, Inc.",2019-03-29
2123-12-15,Venus,Mars,Mercury,5.2,5.2,5.2,4.7,5.6,Active,"Lyft, Inc.",2019-03-29
2124-01-08,Venus,Mars,Ketu,5.2,5.2,6.8,5.52,4.98,Active,"Lyft, Inc.",2019-03-29
2124-03-17,Venus,Mars,Venus,5.2,5.2,5.2,5.2,5.1,Active,"Lyft, Inc.",2019-03-29
2124-04-07,Venus,Mars,Sun,5.2,5.2,4.8,4.62,5.88,Active,"Lyft, Inc.",2019-03-29
2124-05-17,Venus,Mars,Rahu,5.2,5.2,6.8,5.52,4.98,Active,"Lyft, Inc.",2019-03-29
2124-10-24,Venus,Rahu,Rahu,5.2,6.8,6.8,6.0,4.5,Active,"Lyft, Inc.",2019-03-29
2125-03-15,Venus,Rahu,Jupiter,5.2,6.8,6.4,5.92,4.38,Active,"Lyft, Inc.",2019-03-29
2125-08-30,Venus,Rahu,Saturn,5.2,6.8,4.8,6.6,3.9,Active,"Lyft, Inc.",2019-03-29
2126-01-28,Venus,Rahu,Mercury,5.2,6.8,5.2,6.18,4.12,Active,"Lyft, Inc.",2019-03-29
2126-03-31,Venus,Rahu,Ketu,5.2,6.8,6.8,6.0,4.5,Active,"Lyft, Inc.",2019-03-29
2126-09-25,Venus,Rahu,Venus,5.2,6.8,5.2,5.68,4.62,Active,"Lyft, Inc.",2019-03-29
2126-11-17,Venus,Rahu,Sun,5.2,6.8,4.8,4.6,5.9,Active,"Lyft, Inc.",2019-03-29
2127-02-14,Venus,Rahu,Moon,5.2,6.8,5.2,4.68,5.62,Active,"Lyft, Inc.",2019-03-29
2127-05-02,Venus,Rahu,Jupiter,5.2,6.8,6.4,5.92,4.38,Active,"Lyft, Inc.",2019-03-29
2127-09-05,Venus,Jupiter,Jupiter,5.2,6.4,6.4,5.8,4.2,Active,"Lyft, Inc.",2019-03-29
2128-02-02,Venus,Jupiter,Saturn,5.2,6.4,4.8,5.98,4.22,Active,"Lyft, Inc.",2019-03-29
2128-06-15,Venus,Jupiter,Mercury,5.2,6.4,5.2,5.06,4.94,Active,"Lyft, Inc.",2019-03-29
2128-08-09,Venus,Jupiter,Ketu,5.2,6.4,6.8,5.88,4.32,Active,"Lyft, Inc.",2019-03-29
2129-01-14,Venus,Jupiter,Venus,5.2,6.4,5.2,5.06,4.94,Active,"Lyft, Inc.",2019-03-29
2129-03-02,Venus,Jupiter,Sun,5.2,6.4,4.8,4.98,5.22,Active,"Lyft, Inc.",2019-03-29
2129-05-20,Venus,Jupiter,Moon,5.2,6.4,5.2,5.06,4.94,Active,"Lyft, Inc.",2019-03-29
2129-07-14,Venus,Jupiter,Mars,5.2,6.4,5.2,6.06,4.14,Active,"Lyft, Inc.",2019-03-29
2129-12-17,Venus,Jupiter,Saturn,5.2,6.4,4.8,5.98,4.22,Active,"Lyft, Inc.",2019-03-29
2130-06-13,Venus,Saturn,Saturn,5.2,4.8,4.8,6.0,4.5,Active,"Lyft, Inc.",2019-03-29
2130-11-19,Venus,Saturn,Mercury,5.2,4.8,5.2,6.08,4.22,Active,"Lyft, Inc.",2019-03-29
2131-01-24,Venus,Saturn,Ketu,5.2,4.8,6.8,5.9,4.6,Active,"Lyft, Inc.",2019-03-29
2131-07-30,Venus,Saturn,Venus,5.2,4.8,5.2,6.08,4.22,Active,"Lyft, Inc.",2019-03-29
2131-09-24,Venus,Saturn,Sun,5.2,4.8,4.8,4.0,6.5,Active,"Lyft, Inc.",2019-03-29
2131-12-27,Venus,Saturn,Moon,5.2,4.8,5.2,4.08,6.22,Active,"Lyft, Inc.",2019-03-29
2132-03-01,Venus,Saturn,Mars,5.2,4.8,5.2,4.58,5.92,Active,"Lyft, Inc.",2019-03-29
2132-08-17,Venus,Saturn,Rahu,5.2,4.8,6.8,5.9,4.6,Active,"Lyft, Inc.",2019-03-29
2133-01-30,Venus,Saturn,Mercury,5.2,4.8,5.2,6.08,4.22,Active,"Lyft, Inc.",2019-03-29
2133-06-22,Venus,Mercury,Mercury,5.2,5.2,5.2,6.2,3.8,Active,"Lyft, Inc.",2019-03-29
2133-08-19,Venus,Mercury,Ketu,5.2,5.2,6.8,6.02,4.18,Active,"Lyft, Inc.",2019-03-29
2134-02-03,Venus,Mercury,Venus,5.2,5.2,5.2,6.2,3.8,Active,"Lyft, Inc.",2019-03-29
2134-03-25,Venus,Mercury,Sun,5.2,5.2,4.8,6.12,4.08,Active,"Lyft, Inc.",2019-03-29
2134-06-17,Venus,Mercury,Moon,5.2,5.2,5.2,4.2,5.8,Active,"Lyft, Inc.",2019-03-29
2134-08-14,Venus,Mercury,Mars,5.2,5.2,5.2,5.7,4.5,Active,"Lyft, Inc.",2019-03-29
2135-01-12,Venus,Mercury,Rahu,5.2,5.2,6.8,6.02,4.18,Active,"Lyft, Inc.",2019-03-29
2135-05-26,Venus,Mercury,Jupiter,5.2,5.2,6.4,5.94,4.06,Active,"Lyft, Inc.",2019-03-29
2135-11-16,Venus,Mercury,Ketu,5.2,5.2,6.8,6.02,4.18,Active,"Lyft, Inc.",2019-03-29
2135-12-10,Venus,Ketu,Ketu,5.2,6.8,6.8,6.0,4.5,Active,"Lyft, Inc.",2019-03-29
2136-02-17,Venus,Ketu,Venus,5.2,6.8,5.2,5.68,4.62,Active,"Lyft, Inc.",2019-03-29
2136-03-09,Venus,Ketu,Sun,5.2,6.8,4.8,4.6,5.9,Active,"Lyft, Inc.",2019-03-29
2136-04-12,Venus,Ketu,Moon,5.2,6.8,5.2,4.68,5.62,Active,"Lyft, Inc.",2019-03-29
2136-05-07,Venus,Ketu,Mars,5.2,6.8,5.2,6.18,4.32,Active,"Lyft, Inc.",2019-03-29
2136-07-08,Venus,Ketu,Rahu,5.2,6.8,6.8,6.0,4.5,Active,"Lyft, Inc.",2019-03-29
2136-09-01,Venus,Ketu,Jupiter,5.2,6.8,6.4,5.92,4.38,Active,"Lyft, Inc.",2019-03-29
2136-11-05,Venus,Ketu,Saturn,5.2,6.8,4.8,6.1,4.4,Active,"Lyft, Inc.",2019-03-29
